,0,1,2,3,4,5,6,7,8
0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,14.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
2,6.0,4.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0
3,0.0,0.0,0.0,47.0,3.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,13.0,37.0,0.0,0.0,0.0
6,2.0,0.0,0.0,1.0,0.0,0.0,36.0,1.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,2.0
8,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,34.0
