,epoch,train_err,train_acc,valid_err,valid_acc
0,0,1.4723834291100502,0.49423078540712595,0.8959524799615909,0.7564102678726881
1,1,0.8531867876648903,0.7557692438364029,0.7882282458818876,0.7410256488200946
2,2,0.5578748680651188,0.864743597060442,1.3045420279869666,0.5307692440274434
3,3,0.41996636167168616,0.9160256460309029,0.24340877739282754,0.9871794841228387
4,4,0.28212583176791667,0.954487182199955,0.2202608279692821,0.9743589682456775
5,5,0.19722100906074047,0.9833333343267441,0.18703097716355935,0.979487174596542
6,6,0.16316425241529942,0.9891025647521019,0.15506478800223425,0.9897435872982709
7,7,0.1386484991759062,0.991666667163372,0.13440105089774498,0.9923076904737033
8,8,0.11935532614588737,0.9942307695746422,0.1191667438699649,0.9923076904737033
9,9,0.10678512565791606,0.9923076927661896,0.10847811668347089,0.9923076904737033
10,10,0.08943224642425776,0.9948717951774597,0.09884320600674702,0.9923076904737033
11,11,0.07904548458755016,0.9955128207802773,0.09206990563334563,0.9948717936491355
12,12,0.06813663188368083,0.9961538463830948,0.08633017520873974,0.9948717936491355
13,13,0.05929237464442849,0.9967948719859123,0.08003249267737071,0.9948717936491355
14,14,0.050877269357442856,0.9974358975887299,0.07418508579333623,0.9948717936491355
15,15,0.04962241938337684,0.9967948719859123,0.06923763377544208,0.9948717936491355
16,16,0.04208005340769887,0.9967948719859123,0.05996302324227798,0.9974358968245678
17,17,0.03683324879966676,0.9980769231915474,0.05295542336236208,0.9974358968245678
18,18,0.03165398179553449,0.9987179487943649,0.04527347257886177,0.9974358968245678
19,19,0.027944590942934156,1.0,0.040941596461030155,0.9974358968245678
20,20,0.0243344543967396,1.0,0.03718035233517488,0.9974358968245678
21,21,0.02147335964255035,1.0,0.03417677585131083,0.9974358968245678
22,22,0.019133207760751246,1.0,0.03220552612000551,0.9974358968245678
23,23,0.01724358859937638,1.0,0.030481522425245017,0.9974358968245678
24,24,0.01562414290383458,1.0,0.029014113669594128,0.9974358968245678
25,25,0.014231522497721017,1.0,0.02789498397555107,0.9974358968245678
26,26,0.013041344820521772,1.0,0.02702516322143567,0.9974358968245678
27,27,0.012018961925059557,1.0,0.0263251876219725,0.9974358968245678
28,28,0.011119284480810166,1.0,0.025717297521157142,0.9974358968245678
29,29,0.010335130617022514,1.0,0.02523168250440787,0.9974358968245678
