,epoch,train_err,train_acc,valid_err,valid_acc
0,0,2.0362292557954786,0.20705129038542508,2.209373574990493,0.2615384681102557
1,1,1.8134824514389039,0.30000001285225153,1.3317455817491581,0.46666668279048723
2,2,1.324427130818367,0.4615384843200445,0.9500238391069266,0.5871795043349266
3,3,0.9119168624281884,0.625641044974327,0.7760995015119895,0.6512820667181259
4,4,0.5751730836927891,0.7647436037659645,0.6280984676037079,0.712820522296123
5,5,0.4408183343708515,0.8160256519913673,0.4943906049697827,0.7923076978096595
6,6,0.45261378958821297,0.8378205217421055,1.0990201081985083,0.5307692444095244
7,7,0.4003696609288454,0.8416666761040688,0.3817952057489982,0.8512820463914138
8,8,0.22954622767865657,0.9115384668111801,0.3179171529526894,0.8717948672098991
9,9,0.1910020623356104,0.9179487228393555,0.3692701069208292,0.8307692316862253
10,10,0.14975505508482456,0.9429487213492393,0.44086404955492187,0.8461538476821704
11,11,0.16452083154581487,0.9352564141154289,0.30953902127937627,0.8794871813211685
12,12,0.10300125991925597,0.9615384638309479,0.3347206309121341,0.8769230766174121
13,13,0.0909702435368672,0.962820515036583,0.646439237305178,0.8076923138056046
14,14,0.4102096843533218,0.8801282107830047,0.3385170624734691,0.87948717826452
15,15,0.06818708062637598,0.9788461551070213,0.1770799383909131,0.9307692219049503
16,16,0.05441177102038637,0.982051283121109,0.14749798791793486,0.9487179426046518
17,17,0.08643961361376569,0.9762820526957512,0.1690834981198303,0.9282051233144907
18,18,0.052913439727853985,0.982051283121109,0.2502946495735206,0.9051282023772215
19,19,0.025817037164233624,0.9923076927661896,0.10852687226985999,0.9512820442517599
20,20,0.017524826084263624,0.9935897439718246,0.10946418217813167,0.9589743522497324
21,21,0.0713819664932089,0.9762820526957512,0.11529452447967532,0.9615384554251646
22,22,0.011464464987511747,0.9987179487943649,0.10108368707565554,0.9615384554251646
23,23,0.012106720807787496,0.9987179487943649,0.13659041822673038,0.9538461474271921
24,24,1.1097461964251125,0.7666666691191495,2.3266774140871487,0.10256410409242679
25,25,2.113181063532829,0.16987180076539515,1.9185888767242432,0.19230769651058394
26,26,2.1106226325035093,0.2000000067986548,1.8873590444907165,0.266666672932796
27,27,1.858143252134323,0.2698718074709177,1.8182557393343022,0.28974359616255146
28,28,1.3947038382291794,0.46089745722711084,1.02939567504785,0.5717948864285762
29,29,0.8301443114876748,0.6634615577757359,0.6327957465098455,0.733333346935419
30,30,0.5232644859701395,0.7903846263885498,0.4321353101195433,0.8307692332145495
31,31,0.5716220125555992,0.7865384720265866,0.3600230519779218,0.8435897414500897
32,32,0.23200925923883914,0.9121794924139977,0.36749243058073217,0.8384615366275494
33,33,0.19365243297070264,0.9275641068816185,0.22552492775214025,0.9076923024960053
34,34,0.13073913822881877,0.9532051309943199,0.22847051578215682,0.9025640961451408
35,35,0.10916609573177993,0.962820515036583,0.13380661922602508,0.948717944132976
36,36,0.10768316995818168,0.9583333358168602,0.18457114486358103,0.9256410186107342
37,37,0.04444761199411005,0.9878205135464668,0.18192839005496353,0.9256410186107342
38,38,0.041051164001692085,0.9858974367380142,0.09635325400188613,0.9589743537780566
39,39,0.028661360160913318,0.9929487183690071,0.12681091646514595,0.9487179456613003
40,40,0.028646602330263705,0.9910256415605545,0.36422041653153986,0.9102564041431134
41,41,0.4335443657822907,0.8608974441885948,0.22560576058160037,0.9102564056714376
42,42,0.05561056784936227,0.9865384623408318,0.12687852419315812,0.9487179456613003
43,43,0.02494156863540411,0.9935897439718246,0.1298300162112961,0.9538461504838406
44,44,0.0103020706679672,0.9993589743971825,0.1216954649426043,0.9666666617760291
45,45,0.0062078879680484535,1.0,0.13079324045117038,0.9666666617760291
46,46,0.004200773561024107,1.0,0.13123251540878883,0.9641025601289211
47,47,0.013250993077235762,0.9974358975887299,0.12438708710340926,0.9666666617760291
48,48,0.0035273739777039737,1.0,0.12283481108487393,0.9641025601289211
49,49,0.0023320119580603205,1.0,0.1297834141057534,0.9589743537780566
