,epoch,train_err,train_acc,valid_err,valid_acc
0,0,2.0655480831861497,0.2250000074505806,1.8640253452154307,0.3564102636315884
1,1,1.4513363927602767,0.4378205299377441,1.2807249411558495,0.4794871904529058
2,2,1.1329764232039452,0.5596154078841209,0.8486110835503309,0.638461553133451
3,3,0.8680509686470032,0.6544872000813484,1.0052527326803942,0.6666666811857468
4,4,0.7092786990106106,0.7352564260363579,0.5910038294700476,0.7512820592293372
5,5,0.48262716755270957,0.8256410360336304,0.4808852313420711,0.8205128266261175
6,6,0.4776407044380903,0.8346153944730759,0.40326667596132326,0.8461538476821704
7,7,0.5097176995128393,0.8442307785153389,0.408313118876555,0.8435897429784139
8,8,0.31849096715450287,0.9083333387970924,0.47481373105293667,0.8102564154527127
9,9,0.29270971305668353,0.9108974412083626,0.30097011343026775,0.87948717826452
10,10,0.25311474204063417,0.9198717996478081,0.6933660969520227,0.7743589816949307
11,11,0.2747273487970233,0.9224359020590782,0.295692628965928,0.8974358928509247
12,12,0.24834466762840748,0.9314102604985237,0.2924980110464952,0.889743583324628
13,13,0.1813845882192254,0.9500000029802322,0.3229455361381555,0.87948717826452
14,14,0.32072866186499593,0.9121794924139977,0.2827738894101901,0.9076922994393569
15,15,0.12957042884081602,0.9717948734760284,0.38612342262879396,0.8923076895567087
16,16,0.1415944227948785,0.9653846174478531,0.3055564461228175,0.882051272270007
17,17,0.10636525321751833,0.9788461551070213,0.25639300000591153,0.9128205057902213
18,18,0.08909166567027568,0.9846153855323792,0.2924908755872494,0.9128205042618972
19,19,0.09208554923534393,0.9846153855323792,0.218191685489355,0.9205128122598697
20,20,0.06252680132165551,0.9961538463830948,0.23693290190436903,0.9282051217861664
21,21,0.04946648627519608,0.9993589743971825,0.2960700743282453,0.907692300967681
22,22,0.31480305632576344,0.9243589788675308,0.24772209215622681,0.9179487136694101
23,23,0.06110132969915867,0.9942307695746422,0.2202823016888056,0.9179487136694101
24,24,0.04531919807195663,0.9993589743971825,0.18964652631145257,0.9435897362537873
25,25,0.03867371277883649,1.0,0.1867397494900685,0.9487179426046518
26,26,0.0341177930124104,1.0,0.1804748658950512,0.9538461489555163
27,27,0.030782199138775466,1.0,0.1770112878905657,0.951282045780084
28,28,0.028148702066391706,1.0,0.17607440660970333,0.951282045780084
29,29,0.02597278794273734,1.0,0.17539545024434725,0.9487179426046518
