,0,1,2,3,4
0,84.0,0.0,0.0,6.0,0.0
1,0.0,80.0,9.0,1.0,0.0
2,0.0,7.0,76.0,7.0,0.0
3,6.0,1.0,3.0,80.0,0.0
4,0.0,0.0,0.0,0.0,30.0
