,0,1,2,3,4
0,82.0,0.0,0.0,8.0,0.0
1,0.0,74.0,15.0,1.0,0.0
2,1.0,5.0,79.0,5.0,0.0
3,8.0,1.0,6.0,75.0,0.0
4,0.0,0.0,0.0,0.0,30.0
