,0,1,2,3,4
0,76.0,0.0,0.0,14.0,0.0
1,4.0,73.0,12.0,1.0,0.0
2,2.0,6.0,67.0,15.0,0.0
3,2.0,1.0,19.0,68.0,0.0
4,0.0,1.0,0.0,0.0,29.0
