,0,1,2,3,4,5,6,7,8
0,160,13,14,1,0,0,4,3,5
1,23,146,23,0,1,0,1,4,2
2,6,17,173,0,0,3,1,0,0
3,0,1,0,231,13,0,4,1,0
4,0,0,1,6,216,26,0,0,1
5,0,0,1,0,15,232,0,0,2
6,2,0,0,5,1,0,175,12,5
7,3,1,0,1,1,1,20,164,9
8,3,4,3,0,0,4,2,10,174
