,epoch,train_err,train_acc,valid_err,valid_acc
0,0,1.5752772957086563,0.24871795801445842,1.5223663311738234,0.3615384678810071
1,1,1.4982315987348556,0.36089745052158834,1.4674515571349707,0.4743589841020413
2,2,1.4438062280416488,0.478846175968647,1.4101048891360943,0.5256410397780247
3,3,1.3826530247926712,0.5243589982390404,1.343291429372934,0.5230769362205114
4,4,1.3109618455171586,0.534615409374237,1.2651674472368681,0.5282051395147275
5,5,1.2274994075298309,0.5608974605798721,1.1767563269688532,0.5846153956193191
6,6,1.1350285232067108,0.6243589960038662,1.0821213997327364,0.6384615546617752
7,7,1.0386088654398917,0.655128225684166,0.9873054333222218,0.6615384786556928
8,8,0.9444166377186776,0.6775641217827797,0.898602904417576,0.6871795065892048
9,9,0.8573082625865937,0.6974359154701233,0.8187280893325806,0.7230769380545005
10,10,0.7790412992238999,0.7307692468166351,0.7481886897331629,0.7589743718122824
11,11,0.709212352335453,0.7621795013546944,0.6856033022587116,0.7871794960437677
12,12,0.6469175815582275,0.7961538583040237,0.6299626727898916,0.8128205216847934
13,13,0.5912380360066891,0.8198718056082726,0.580364140180441,0.830769236271198
14,14,0.5416303865611554,0.8410256505012512,0.5360808487121875,0.8487179523859268
15,15,0.4972948707640171,0.8564102649688721,0.4963887356794797,0.8641025653252234
16,16,0.4577370725572109,0.8692307770252228,0.4607253300073819,0.8717948702665476
17,17,0.4224743127822876,0.8807692378759384,0.4287981215195778,0.8743589719136556
18,18,0.3910911574959755,0.8878205195069313,0.40011198016313404,0.8820512768549796
19,19,0.36304175555706025,0.8980769291520119,0.37427063286304474,0.8871794832058442
20,20,0.33794701397418975,0.9076923131942749,0.35103060610783404,0.8948717912038168
21,21,0.3153704419732094,0.9115384668111801,0.32988140827570206,0.8948717912038168
22,22,0.29493530951440333,0.9166666716337204,0.3106227522859207,0.8948717912038168
23,23,0.2763138204813004,0.9224359020590782,0.292934177395625,0.9051281977922488
24,24,0.2592226300388575,0.9243589788675308,0.27654580791027117,0.9128205057902213
25,25,0.24344199970364572,0.926923081278801,0.2612920690041322,0.9205128122598697
26,26,0.22887798100709916,0.9326923117041588,0.2473048970867426,0.9307692219049503
27,27,0.2154142213985324,0.9378205165266991,0.23439002323609132,0.9333333250803825
28,28,0.20295960009098052,0.9397435933351517,0.22240229982596177,0.9384615283745986
29,29,0.19149187859147787,0.9435897469520569,0.21137908139289954,0.9384615283745986
