,0,1,2,3,4,5,6,7
0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,45.0,0.0,1.0,0.0,2.0,0.0
3,0.0,0.0,1.0,46.0,0.0,1.0,0.0,0.0
4,1.0,2.0,1.0,0.0,41.0,1.0,1.0,1.0
5,0.0,0.0,2.0,1.0,0.0,45.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,1.0,47.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0
