,0,1,2,3,4,5,6,7
0,96.6666666667,0,0,0,2.0833333333,0.4166666667,0.8333333333,0
1,0,97.0833333333,0,1.25,0,0.4166666667,0.8333333333,0.4166666667
2,0.4166666667,0,92.0833333333,0,5,0.4166666667,1.25,0.8333333333
3,0,1.25,0.8333333333,91.6666666667,0,5.8333333333,0,0.4166666667
4,0.4166666667,0.8333333333,2.9166666667,0.8333333333,90.4166666667,1.25,2.9166666667,0.4166666667
5,0,0.4166666667,1.25,2.0833333333,2.0833333333,92.9166666667,0,1.25
6,0.4166666667,0,0.4166666667,0,2.0833333333,0.8333333333,94.5833333333,1.6666666667
7,0,0,0,0.4166666667,0.4166666667,2.0833333333,2.0833333333,95
