,0,1,2,3,4,5,6,7
0,46.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0.0,46.0,0.0,0.0,0.0,1.0,1.0,0.0
2,1.0,0.0,44.0,0.0,3.0,0.0,0.0,0.0
3,0.0,1.0,1.0,45.0,0.0,1.0,0.0,0.0
4,0.0,0.0,2.0,0.0,43.0,1.0,2.0,0.0
5,0.0,0.0,0.0,1.0,2.0,45.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0
7,0.0,0.0,0.0,0.0,1.0,0.0,2.0,45.0
