,0,1,2,3,4,5,6,7
0,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.0,45.0,0.0,2.0,0.0,0.0,0.0,1.0
2,0.0,0.0,42.0,0.0,4.0,1.0,0.0,1.0
3,0.0,1.0,0.0,41.0,0.0,5.0,0.0,1.0
4,0.0,0.0,1.0,0.0,45.0,0.0,2.0,0.0
5,0.0,1.0,0.0,1.0,1.0,44.0,0.0,1.0
6,0.0,0.0,0.0,0.0,3.0,0.0,44.0,1.0
7,0.0,0.0,0.0,1.0,0.0,4.0,1.0,42.0
