,0,1,2,3,4
0,82.0,0.0,1.0,7.0,0.0
1,3.0,81.0,5.0,1.0,0.0
2,2.0,4.0,77.0,7.0,0.0
3,4.0,1.0,13.0,72.0,0.0
4,0.0,0.0,0.0,0.0,30.0
