,0,1,2,3,4
0,83.0,0.0,0.0,7.0,0.0
1,1.0,76.0,11.0,2.0,0.0
2,2.0,4.0,79.0,5.0,0.0
3,7.0,2.0,5.0,75.0,1.0
4,2.0,0.0,0.0,0.0,28.0
