,0,1,2,3,4,5,6,7,8
0,31.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1,1.0,31.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2.0,1.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0
3,0.0,0.0,0.0,43.0,6.0,0.0,1.0,0.0,0.0
4,0.0,0.0,0.0,2.0,41.0,7.0,0.0,0.0,0.0
5,0.0,0.0,1.0,0.0,3.0,46.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,1.0,38.0,1.0,0.0
7,0.0,0.0,0.0,0.0,0.0,2.0,3.0,34.0,1.0
8,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,36.0
