,epoch,train_err,train_acc,valid_err,valid_acc
0,0,1.5716618299484253,0.28525642268359663,1.5050725936889648,0.297435904160524
1,1,1.4807221382856368,0.38269232362508776,1.445694088935852,0.3564102653509531
2,2,1.4097320467233658,0.4557692497968674,1.3923101425170898,0.40000001035439664
3,3,1.3474923342466354,0.5179487392306328,1.3197892904281616,0.43333334342027324
4,4,1.287108826637268,0.5743589982390404,1.2657612562179565,0.4615384718546501
5,5,1.229167354106903,0.6147436119616032,1.2125380039215088,0.5205128326629981
6,6,1.1727146714925767,0.6596154049038887,1.1446560621261597,0.5538461678303205
7,7,1.116460233926773,0.710256427526474,1.0835955142974854,0.5692307819158603
8,8,1.0622039690613747,0.7250000163912773,1.0287585258483887,0.6051282210227771
9,9,1.0058242693543433,0.7673077061772346,0.9643406867980957,0.6179487338432899
10,10,0.9527569591999054,0.7948718070983887,0.9073299765586853,0.6461538649522341
11,11,0.8981841385364533,0.8166666775941849,0.8488941192626953,0.6589743770085849
12,12,0.8460119009017945,0.8352564200758934,0.7944463491439819,0.666666681949909
13,13,0.7957301720976829,0.8461538553237915,0.7427053451538086,0.6794871947704217
14,14,0.7476402759552002,0.8583333417773247,0.694290041923523,0.6871795012400701
15,15,0.7005209490656853,0.8666666746139526,0.6439241766929626,0.6974359093568264
16,16,0.6556329190731048,0.8794871866703033,0.5954763293266296,0.707692319001907
17,17,0.6128719806671142,0.8942307755351067,0.555529773235321,0.7179487263545011
18,18,0.5724426873028279,0.9025641083717346,0.5171608328819275,0.733333340822122
19,19,0.5346999645233155,0.910256415605545,0.48328375816345215,0.7358974439975543
20,20,0.49979614913463594,0.9173076972365379,0.4505254626274109,0.7410256511125809
21,21,0.46705964803695676,0.9243589788675308,0.42117273807525635,0.7384615487013108
22,22,0.4359520934522152,0.9307692348957062,0.39172375202178955,0.7538461624047695
23,23,0.4071133077144623,0.9384615421295166,0.3661692440509796,0.761538470402742
24,24,0.379557928442955,0.9480769261717796,0.3417550325393677,0.7564102640518775
25,25,0.3543941669166088,0.9532051309943199,0.3165542781352997,0.7820512866362547
26,26,0.3310315676033497,0.9596153870224953,0.2943233251571655,0.7820512866362547
27,27,0.30874285437166693,0.964102566242218,0.2727959156036377,0.7923076978096595
28,28,0.2886592302471399,0.9679487198591232,0.25493353605270386,0.7948718009850918
29,29,0.26964690424501897,0.9711538478732109,0.23635993897914886,0.8025641089830643
