,0,1,2,3,4,5,6,7,8
0,15.0,2.0,19.0,0.0,0.0,0.0,0.0,1.0,3.0
1,10.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0
3,0.0,0.0,0.0,32.0,12.0,6.0,0.0,0.0,0.0
4,0.0,0.0,0.0,15.0,22.0,12.0,1.0,0.0,0.0
5,0.0,0.0,0.0,0.0,13.0,36.0,0.0,1.0,0.0
6,0.0,0.0,0.0,1.0,7.0,6.0,13.0,3.0,10.0
7,0.0,0.0,0.0,0.0,3.0,9.0,9.0,8.0,11.0
8,0.0,4.0,12.0,0.0,0.0,4.0,0.0,2.0,18.0
