,0,1,2,3,4
0,86.0,0.0,0.0,4.0,0.0
1,0.0,85.0,4.0,1.0,0.0
2,3.0,5.0,81.0,1.0,0.0
3,5.0,8.0,2.0,74.0,1.0
4,1.0,2.0,0.0,0.0,27.0
