,0,1,2,3,4,5,6,7,8
0,86,9,2,0,0,0,0,0,3
1,6,89.5,4.5,0,0,0,0,0,0
2,1.5,2,96.5,0,0,0,0,0,0
3,0,0,0,100,0,0,0,0,0
4,0,0,0,0,96,4,0,0,0
5,0,0,0,0,1.6,98.4,0,0,0
6,0,0,0,0,0,0,95.5,4,0.5
7,1.5,0,0,0,0,0,3.5,95,0
8,0,0,0,0,0,0,0,1,99
