,epoch,train_err,train_acc,valid_err,valid_acc
0,0,1.5201573491096496,0.34551283475011585,1.400941008176559,0.5025641161661881
1,1,1.247010052204132,0.6083333559334279,1.0487005680035322,0.6897435975380433
2,2,0.8548050135374069,0.7275641188025475,0.6795794428923191,0.766666672932796
3,3,0.629980006814003,0.7673077061772346,0.49780495885090953,0.7846153890475248
4,4,0.4539166435599327,0.8326923176646233,0.3820125598173875,0.8358974410937383
5,5,0.34827956221997736,0.8692307770252228,0.29580206863391095,0.8871794847341684
6,6,0.27622765563428403,0.9038461595773697,0.22387049194329825,0.9282051233144907
7,7,0.21720084063708783,0.928205132484436,0.17778609673946333,0.9410256376633277
8,8,0.16632370930165052,0.9525641053915024,0.14207434224394652,0.9487179471896245
9,9,0.12456387635320425,0.9692307710647583,0.11844123651583989,0.9615384584818131
10,10,0.10031088031828403,0.9775641039013863,0.10309690494950001,0.9743589682456775
11,11,0.08704920439049602,0.9833333343267441,0.08779661911420333,0.9820512777719742
12,12,0.09074232941493392,0.9801282063126564,0.08095838812490304,0.9794871761248662
13,13,0.08492518924176692,0.982051283121109,0.07982845623523761,0.9717948665985694
14,14,0.060543332481756806,0.9897435903549194,0.07699829526245594,0.9743589697740017
15,15,0.05539858415722847,0.9897435903549194,0.07596271642698692,0.9743589697740017
16,16,0.05079324478283524,0.9910256415605545,0.07501851284924226,0.9743589697740017
17,17,0.04649753989651799,0.9948717951774597,0.07570153856888795,0.9717948665985694
18,18,0.042553799925372005,0.9948717951774597,0.07821205946115348,0.9692307649514614
19,19,0.03962184814736247,0.9974358975887299,0.08379766593376796,0.9666666617760291
20,20,0.03727251840755343,0.9974358975887299,0.0878181114124182,0.9666666617760291
21,21,0.03536171209998429,0.9974358975887299,0.0932756062501516,0.9666666617760291
22,22,0.033764975145459175,0.9980769231915474,0.09232465994472687,0.9692307649514614
23,23,0.032341412547975776,0.9980769231915474,0.08809592999899998,0.9717948681268936
24,24,0.03102572835050523,0.9980769231915474,0.08446106672860108,0.9717948681268936
25,25,0.02983179045841098,0.9980769231915474,0.07724011837480924,0.974358971302326
26,26,0.028732702229171993,0.9980769231915474,0.07091454526361747,0.974358971302326
27,27,0.027739763772115112,0.9993589743971825,0.06376272263244176,0.9794871776531904
28,28,0.026857997989282012,0.9993589743971825,0.05857152219575185,0.9820512793002985
29,29,0.026047692587599158,0.9993589743971825,0.05451597526478462,0.9820512793002985
