,0,1,2,3,4,5,6,7,8
0,171,16,8,0,0,0,0,1,4
1,30,159,9,0,0,0,1,0,1
2,5,4,190,0,0,0,0,0,1
3,0,0,0,250,0,0,0,0,0
4,0,0,0,0,245,5,0,0,0
5,0,0,0,0,2,248,0,0,0
6,1,0,0,1,1,0,192,5,0
7,1,0,0,0,0,1,11,184,3
8,2,0,0,0,0,0,0,7,191
