,0,1,2,3,4,5,6,7,8
0,85.5,8,4,0,0,0,0,0.5,2
1,15,79.5,4.5,0,0,0,0.5,0,0.5
2,2.5,2,95,0,0,0,0,0,0.5
3,0,0,0,100,0,0,0,0,0
4,0,0,0,0,98,2,0,0,0
5,0,0,0,0,0.8,99.2,0,0,0
6,0.5,0,0,0.5,0.5,0,96,2.5,0
7,0.5,0,0,0,0,0.5,5.5,92,1.5
8,1,0,0,0,0,0,0,3.5,95.5
