,0,1,2,3,4,5,6,7,8
0,32.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0
1,5.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,44.0,3.0,0.0,3.0,0.0,0.0
4,0.0,0.0,0.0,0.0,41.0,8.0,0.0,0.0,1.0
5,0.0,0.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0
6,0.0,0.0,0.0,1.0,0.0,1.0,37.0,1.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,3.0
8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,36.0
