,epoch,train_err,train_acc,valid_err,valid_acc
0,0,7.708146023750305,0.17628205670043826,5.700911521911621,0.2000000041264754
1,1,4.48269624710083,0.2262820603325963,3.6166515350341797,0.22307692850247407
2,2,3.0871544659137724,0.26538462601602075,2.7046711444854736,0.24102564614552718
3,3,2.4657569408416746,0.29166667610406877,2.287506580352783,0.26153846562672883
4,4,2.174104630947113,0.31153847351670266,2.0895698070526123,0.28205128759145737
5,5,2.0255708158016206,0.34294873364269735,1.9781837463378906,0.30769231323248303
6,6,1.9421422570943832,0.3576923243701458,1.9131228923797607,0.335897442813103
7,7,1.8896455198526383,0.38269232399761677,1.8696180582046509,0.32564103335906297
8,8,1.8530359268188477,0.3916666850447655,1.8366012573242188,0.3410256483998054
9,9,1.8243356794118881,0.4051282234489918,1.8083144426345825,0.3564102659240747
10,10,1.8002556920051576,0.42115386500954627,1.7838959693908691,0.3615384715107771
11,11,1.7787895053625107,0.43076924979686737,1.7603403329849243,0.36923077874458754
12,12,1.758941039443016,0.44102565869688987,1.7405790090560913,0.37692308731568164
13,13,1.740446850657463,0.4467948906123638,1.7226780652999878,0.3897436014734782
14,14,1.7228423595428466,0.4519230954349041,1.7039422988891602,0.39487180514977527
15,15,1.7059576243162156,0.458974377065897,1.6878091096878052,0.39487180476769423
16,16,1.689797931909561,0.4705128401517868,1.6702303886413574,0.4000000095902345
17,17,1.6738670110702514,0.47884617298841475,1.6548677682876587,0.41282052126450414
18,18,1.6587134331464768,0.48846156001091,1.6399589776992798,0.41794872761536866
19,19,1.6440272897481918,0.49615386724472044,1.6266430616378784,0.41025642038155824
20,20,1.629233142733574,0.5070513047277927,1.6132524013519287,0.4128205227928284
21,21,1.6146146088838578,0.5173077158629894,1.5985698699951172,0.4128205227928284
22,22,1.6002858638763429,0.526282075792551,1.5855003595352173,0.40769231682404494
23,23,1.5861882358789443,0.5358974605798721,1.5716497898101807,0.41794872723328763
24,24,1.5719731032848359,0.5423077158629894,1.5578200817108154,0.4128205216465852
25,25,1.5579485446214676,0.5474359214305877,1.5440137386322021,0.4153846248220175
26,26,1.5441470384597777,0.559615408629179,1.531692385673523,0.42307693262894946
27,27,1.5303024917840957,0.5666666910052299,1.5185058116912842,0.42564103580438173
28,28,1.516472616791725,0.5788461782038212,1.5059367418289185,0.42051283098184145
29,29,1.5028060674667358,0.5852564342319966,1.4928513765335083,0.42051283136392253
