,0,1,2,3,4,5,6,7,8
0,11.0,15.0,5.0,0.0,1.0,0.0,1.0,2.0,5.0
1,7.0,12.0,15.0,0.0,0.0,1.0,1.0,0.0,4.0
2,8.0,9.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0
3,0.0,0.0,0.0,41.0,8.0,0.0,0.0,1.0,0.0
4,0.0,0.0,0.0,6.0,31.0,10.0,1.0,1.0,1.0
5,2.0,1.0,3.0,0.0,6.0,34.0,1.0,2.0,1.0
6,0.0,0.0,0.0,3.0,2.0,2.0,25.0,5.0,3.0
7,1.0,0.0,0.0,1.0,1.0,1.0,11.0,19.0,6.0
8,5.0,2.0,4.0,0.0,0.0,7.0,4.0,5.0,13.0
